text,label
"Abwesenheit: Ich bin vom 01.09. bis 15.09.2023 krankgeschrieben. Bitte wenden Sie sich an meine Vertretung Thomas Bauer (t.bauer@firma.de) oder den allgemeinen Support.",out_of_office
"Out of Office: Aufgrund von Bauarbeiten in unserem Büro bin ich bis 30.09.2023 nur per Mobiltelefon erreichbar. E-Mails checke ich unregelmäßig.",out_of_office
"Automatische Antwort: Ich befinde mich in der Projektabschlussphase bis 15.10.2023 und bearbeite nur dringende E-Mails. Bitte markieren Sie wichtige Nachrichten entsprechend.",out_of_office
"Abwesenheitsnotiz: Ich bin vom 20.10. bis 10.11.2023 im Sabbatical. Ihre Nachricht wird nach meiner Rückkehr bearbeitet. Keine Weiterleitung möglich.",out_of_office
"Out of Office: Ich nehme vom 15.11. bis 30.11.2023 an einer Konferenz teil. Bei dringenden Anliegen erreichen Sie mich per WhatsApp unter +49 123 456789.",out_of_office
"Automatische Antwort: Ich bin vom 01.12.2023 bis 15.01.2024 in der Winterpause. Bitte wenden Sie sich an unser Winterteam: winter-support@firma.de",out_of_office
"Abwesenheit: Vielen Dank für Ihre E-Mail. Ich bin vom 20.01. bis 10.02.2024 im Auslandseinsatz mit schlechter Internetverbindung. Antworten können sich verzögern.",out_of_office
"Out of Office: Ich bin vom 15.02. bis 01.03.2024 in Elternzeit. Bitte kontaktieren Sie meine Vertretung Lisa Müller (l.mueller@firma.de) für alle Anliegen.",out_of_office
"Automatische Antwort: Ich befinde mich aktuell in der Projektarbeit und bearbeite E-Mails nur zweimal wöchentlich bis 15.03.2024. Dringendes bitte telefonisch melden.",out_of_office
"Abwesenheitsnotiz: Ich bin vom 01.04. bis 30.04.2024 im Homeoffice mit reduzierter Arbeitszeit. Ihre Nachricht wird innerhalb von 5 Werktagen beantwortet.",out_of_office
"Out of Office: Ich bin vom 10.05. bis 24.05.2024 auf Messeeinsatz und nur sporadisch erreichbar. Bitte haben Sie Geduld oder kontaktieren Sie unseren Messestand.",out_of_office
"Automatische Antwort: Ich bin vom 01.06. bis 30.06.2024 in der Forschung und habe nur eingeschränkten E-Mail-Zugang. Wichtige Nachrichten bitte an prof.mueller@uni.de.",out_of_office
"Abwesenheitsnotiz: Ich bin vom 01.07. bis 31.07.2024 im Jahresurlaub. Ihre Nachricht wird nach meiner Rückkehr bearbeitet. Bei dringenden Anliegen wenden Sie sich bitte an support@firma.de.",out_of_office
"Out of Office: Ich nehme vom 05.08. bis 20.08.2024 an einer Konferenz in den USA teil (UTC-5). Aufgrund der Zeitverschiebung kann es zu Verzögerungen bei der Beantwortung kommen.",out_of_office
"Automatische Antwort: Ich bin vom 01.09. bis 15.09.2024 in der Projektarbeit und bearbeite E-Mails nur einmal täglich. Bitte haben Sie Geduld.",out_of_office
"Abwesenheit: Ich bin vom 20.09. bis 30.09.2024 krankgeschrieben. Bitte wenden Sie sich an meine Vertretung: vertretung@abteilung.de",out_of_office
"Out of Office: Ich bin vom 01.10. bis 31.10.2024 in Elternzeit. Ihre Nachricht wird nicht weitergeleitet. Bitte kontaktieren Sie das Team unter team@firma.de.",out_of_office
"Automatische Antwort: Ich bin vom 15.11. bis 30.11.2024 auf einer Dienstreise mit unregelmäßigem E-Mail-Zugang. Dringende Anfragen bitte per SMS an +49 123 456789.",out_of_office
"Abwesenheitsnotiz: Ich bin vom 01.12.2024 bis 15.01.2025 in der Winterpause. Ihre E-Mail wird nach meiner Rückkehr bearbeitet.",out_of_office
"Out of Office: Ich bin vom 20.01. bis 10.02.2025 im Homeoffice mit reduzierter Arbeitszeit. Antworten erfolgen innerhalb von 3 Werktagen.",out_of_office
"Automatische Antwort: Ich befinde mich vom 01.03. bis 15.03.2025 in einer Schulung und bearbeite E-Mails nur abends. Bitte markieren Sie dringende Nachrichten mit [URGENT].",out_of_office
"Abwesenheit: Ich bin vom 01.04. bis 30.04.2025 im Sabbatical. Ihre Nachricht wird nicht gelesen oder weitergeleitet.",out_of_office
"Out of Office: Ich bin vom 10.05. bis 24.05.2025 auf Messeeinsatz. Bitte kontaktieren Sie unseren Messestand unter stand@messe.de.",out_of_office
"Automatische Antwort: Ich bin vom 01.06. bis 30.06.2025 in der Feldarbeit ohne Internetzugang. Ihre Nachricht wird nach meiner Rückkehr bearbeitet.",out_of_office
"Abwesenheitsnotiz: Ich bin vom 15.07. bis 31.07.2025 im Jahresurlaub. Bei dringenden Anliegen wenden Sie sich bitte an urlaubsvertretung@firma.de.",out_of_office
"Out of Office: Ich bin vom 01.08. bis 15.08.2025 auf einer Studienreise. E-Mails werden unregelmäßig gelesen. Dringendes bitte an studienleitung@uni.de.",out_of_office
"Automatische Antwort: Ich bin vom 01.09. bis 30.09.2025 in der Klausurphase. E-Mails werden nur wöchentlich bearbeitet.",out_of_office
"Abwesenheit: Ich bin vom 15.10. bis 31.10.2025 krankgeschrieben. Bitte wenden Sie sich an meine Vertretung: vertretung@abteilung.de",out_of_office
"Out of Office: Ich bin vom 01.11. bis 30.11.2025 in der Elternzeit. Ihre Nachricht wird nicht weitergeleitet.",out_of_office
"Automatische Antwort: Ich bin vom 15.12.2025 bis 15.01.2026 in der Winterpause. Ihre E-Mail wird nach meiner Rückkehr bearbeitet.",out_of_office
Automatische Antwort: Ich bin derzeit nicht im Büro und kehre am 22.05.2023 zurück. Ihre Nachricht wird nicht weitergeleitet. Bei dringenden Angelegenheiten kontaktieren Sie bitte unsere Hotline unter 089-12345678.,out_of_office
Out of Office: Ich befinde mich aktuell auf einer Geschäftsreise und habe nur eingeschränkten Zugang zu meinen E-Mails. Ab dem 24.04. bin ich wieder regulär erreichbar. Dringende Anfragen richten Sie bitte an office@unternehmen.de.,out_of_office
"Abwesenheit: Sehr geehrte Damen und Herren, ich bin momentan im Mutterschutz und werde voraussichtlich im September 2023 zurückkehren. Während meiner Abwesenheit wird mein Kollege Herr Schmidt meine Aufgaben übernehmen.",out_of_office
Automatische Antwort: Elternzeit. Ich befinde mich vom 01.03.2023 bis 28.02.2024 in Elternzeit und werde Ihre E-Mail nicht lesen. Bitte wenden Sie sich an meine Vertretung Frau Anna Müller (a.mueller@firma.de).,out_of_office
"Out of Office: Bitte beachten Sie, dass ich heute krankheitsbedingt nicht im Büro bin. Ich werde Ihre E-Mail bei meiner Rückkehr bearbeiten. In dringenden Fällen kontaktieren Sie bitte meinen Kollegen Herrn Weber unter j.weber@unternehmen.de.",out_of_office
Abwesenheitsnotiz: Aufgrund eines Seminars bin ich vom 10.05. bis 12.05.2023 nicht erreichbar. Ich beantworte Ihre E-Mail nach meiner Rückkehr. Bei Dringlichkeit wenden Sie sich bitte an das Sekretariat unter sekretariat@firma.de.,out_of_office
Automatische Antwort: Vielen Dank für Ihre Nachricht. Ich bin bis zum 15.06.2023 im Ausland und habe nur gelegentlich Zugang zu meinen E-Mails. In wichtigen Angelegenheiten erreichen Sie meinen Stellvertreter unter peter.schmidt@unternehmen.de.,out_of_office
Out of Office: Ich bin aktuell auf einer Konferenz und erst ab dem 05.05.2023 wieder im Büro. Ihre Nachricht wird gespeichert und bei meiner Rückkehr bearbeitet. Dringende Anfragen bitte an den Helpdesk: helpdesk@firma.de,out_of_office
Abwesenheitsnotiz: Ich befinde mich vom 20.04. bis 25.04.2023 auf einer Fortbildung. In dieser Zeit ist mein E-Mail-Zugang eingeschränkt. Bitte wenden Sie sich in dringenden Fällen an meinen Kollegen Thomas Becker (t.becker@unternehmen.de).,out_of_office
"Rechnung Nr. 2023-0456 | Kundennummer: K-78901 | Datum: 15.04.2023 | Betrag: 234,56 € inkl. MwSt. | Zahlbar bis: 30.04.2023 | Bankverbindung: DE12 3456 7890 1234 5678 90 | Vielen Dank für Ihren Auftrag.",other
"Sehr geehrter Herr Müller, anbei erhalten Sie die Rechnung für die im März erbrachten Dienstleistungen. Rechnungsnummer: R-2023-0789 | Betrag: 890,45 € | Zahlungsziel: 14 Tage | Bei Fragen stehen wir Ihnen gerne zur Verfügung.",other
"Monatsrechnung April 2023 | Vodafone Deutschland | Kundennummer: 12345678 | Gesamtbetrag: 59,99 € | Abbuchung erfolgt automatisch am 03.05.2023 von Ihrem hinterlegten Konto | Details finden Sie im Anhang.",other
"Rechnung | Webhosting Paket Premium | Abrechnungszeitraum: 01.05.2023 - 30.04.2024 | Rechnungsbetrag: 119,88 € | Rechnungsnummer: WH-2023-1234 | Bitte überweisen Sie den Betrag innerhalb von 10 Tagen.",other
"Lieferantenrechnung | Bestell-Nr.: B-45678 | Lieferdatum: 10.04.2023 | Rechnungsdatum: 17.04.2023 | Zahlungsziel: 30 Tage netto | Warenwert: 567,89 € | MwSt. 19%: 107,90 € | Gesamtbetrag: 675,79 €",other
"Honorarrechnung | Steuerberatung Schmidt & Partner | Leistungszeitraum: Q1/2023 | Honorar: 450,00 € | MwSt. 19%: 85,50 € | Gesamtbetrag: 535,50 € | Bitte begleichen Sie den Betrag bis zum 15.05.2023.",other
"Versicherungsrechnung | Allianz Versicherung | Policen-Nr.: V-12345-67 | Versicherungszeitraum: 01.06.2023 - 31.05.2024 | Jahresbeitrag: 876,54 € | Ratenzahlung: vierteljährlich 219,14 € | Erste Rate fällig zum: 01.06.2023",other
"RECHNUNG | Stadtwerke München | Kundennummer: SWM-78901 | Abrechnung Strom/Gas | Abrechnungszeitraum: 01.03.2022 - 28.02.2023 | Gesamtverbrauch: 3.456 kWh | Rechnungsbetrag: 923,45 € | Fälligkeit: 01.05.2023",other
"Mietrechnung | Objekt: Hauptstraße 123, 80335 München | Mieter: Müller, Hans | Mietmonat: Mai 2023 | Kaltmiete: 950,00 € | Nebenkosten: 220,00 € | Gesamtbetrag: 1.170,00 € | Zahlungseingang bis zum 03.05.2023 erbeten.",other
"Werkstattrechnung | Auto Service Schmidt | Kunden-Nr.: A-7890 | Kennzeichen: M-AB 1234 | Leistung: Inspektion inkl. Ölwechsel | Arbeitslohn: 180,00 € | Materialkosten: 165,45 € | MwSt.: 65,65 € | Gesamtbetrag: 411,10 €",other
"ACHTUNG: Ihr PayPal-Konto wurde gesperrt! Klicken Sie hier, um Ihr Konto zu entsperren und geben Sie Ihre Zugangsdaten und Kreditkarteninformationen ein: http://pay-pal-verify-account.com",other
"Herzlichen Glückwunsch! Sie haben 500.000 € in der Internationalen Lotterie gewonnen! Um Ihren Gewinn zu erhalten, senden Sie bitte 500 € Bearbeitungsgebühr an folgendes Konto: IBAN: RO29 ABCD 1234 5678 9012 3456",other
"Dringende Mitteilung: Ihr Microsoft-Konto wurde gehackt! Wir benötigen Ihre sofortige Bestätigung. Klicken Sie auf den Link und geben Sie Ihre Anmeldedaten ein, um Ihr Konto zu schützen: http://micr0s0ft-security-alert.net",other
"SUPER ANGEBOT: Original Rolex Uhren für nur 99 €! Limitiertes Angebot, nur noch 5 Stück verfügbar. Bestellen Sie jetzt und bezahlen Sie mit Western Union oder Kryptowährung für diskrete Lieferung.",other
"WARNUNG: Ihr Computer ist mit einem Virus infiziert! Rufen Sie sofort unsere Hotline an: 0900-1234567 (4,99 €/Min) oder klicken Sie hier, um die Schadsoftware zu entfernen: http://virus-removal-pro24.com",other
Exklusives Investment: 300% Rendite in nur 3 Monaten! Unser geheimes System macht es möglich. Mindesteinlage nur 1.000 €. Angebot nur für ausgewählte Empfänger. Antworten Sie jetzt für weitere Informationen!,other
"LETZTE MAHNUNG: Ihr Amazon-Paket konnte nicht zugestellt werden. Zahlen Sie 2,95 € Bearbeitungsgebühr, um die Lieferung zu veranlassen. Klicken Sie hier: http://amazon-delivery-service24.info",other
"SENSATIONELL: Verlieren Sie 20 kg in nur 2 Wochen mit dieser geheimen Methode! Keine Diät, kein Sport, nur diese magische Pille. Jetzt 70% Rabatt mit Code: SLIM2023. Bestellen Sie hier: http://magic-slim-pill.net",other
"DRINGEND: Ihre Steuerrückerstattung in Höhe von 847,29 € wartet auf Sie! Klicken Sie auf den Link und geben Sie Ihre Bankdaten ein, um die sofortige Überweisung zu erhalten: http://steuer-erstattung-finanzamt.org",other
"MEGA DEAL nur heute: iPhone 14 Pro für nur 1 €! Wir liquidieren unser Lager. Begrenzte Stückzahl. Senden Sie uns Ihre Adresse und Kreditkartendaten, um dieses einmalige Angebot zu sichern!",other
"Sehr geehrter Kundenservice, ich habe gestern ein Produkt bei Ihnen bestellt (Bestellnummer: #45678), aber leider die falsche Größe ausgewählt. Ist es möglich, dies noch zu ändern? Vielen Dank im Voraus für Ihre Hilfe.",other
"Hallo, ich habe ein Problem mit meinem Kundenkonto. Seit gestern kann ich mich nicht mehr einloggen und erhalte die Fehlermeldung 'Ungültige Anmeldedaten'. Ich bin mir sicher, dass mein Passwort korrekt ist. Können Sie mir bitte helfen?",other
"Betreff: Defektes Produkt - Sehr geehrte Damen und Herren, der von mir am 10.04.2023 gekaufte Wasserkocher (Artikelnummer: WK-2000) funktioniert leider nicht richtig. Das Wasser wird nicht erhitzt. Ich möchte das Gerät umtauschen oder eine Reparatur veranlassen.",other
"Guten Tag, ich möchte gerne meinen Mobilfunkvertrag (Kundennummer: 12345678) kündigen. Könnten Sie mir bitte die entsprechenden Informationen zukommen lassen? Mein Vertrag läuft noch bis zum 31.12.2023. Vielen Dank für Ihre Bemühungen.",other
"Sehr geehrtes Support-Team, bei meiner letzten Bestellung fehlt ein Artikel (Bestellnummer: #B-987654, Artikel: Bluetooth-Kopfhörer). Laut Lieferschein sollte er dabei sein, war aber nicht im Paket enthalten. Bitte um Rückmeldung, wie wir weiter vorgehen können.",other
"Hallo, ich habe eine Frage zur Installation Ihrer Software. Nach dem Update auf Version 3.5 erscheint beim Start immer die Fehlermeldung 'DLL nicht gefunden'. Ich nutze Windows 11. Wie kann ich dieses Problem beheben? Mit freundlichen Grüßen, Thomas Müller",other
"Betreff: Rückerstattung - Sehr geehrte Damen und Herren, ich habe am 20.03.2023 eine Rückerstattung für meine stornierte Reise beantragt (Buchungsnummer: TR-45678), aber bisher keine Rückmeldung oder Gutschrift erhalten. Könnten Sie den Status überprüfen?",other
"Liebes Team, ich benötige Hilfe bei der Einrichtung meines WLAN-Routers. Ich habe alle Schritte gemäß der Anleitung befolgt, aber meine Geräte können keine Verbindung herstellen. Der Router ist ein Model RT-AC68U. Haben Sie Tipps zur Fehlerbehebung?",other
"Guten Tag, ich habe vor einer Woche einen Artikel zurückgesendet (Retourenschein-Nr.: R-12345) und wollte nachfragen, wann ich mit der Gutschrift rechnen kann. Laut Sendungsverfolgung ist das Paket bereits bei Ihnen eingetroffen. Vielen Dank für Ihre Auskunft.",other
"Sehr geehrter Kundendienst, seit dem letzten Systemupdate funktioniert die Online-Banking-App nicht mehr auf meinem Smartphone (Samsung Galaxy S22). Bei jedem Versuch stürzt die App ab. Ich habe bereits versucht, die App neu zu installieren, aber das Problem besteht weiterhin.",other
"Sehr geehrter Herr Schmidt, ich möchte Sie darüber informieren, dass unsere geplante Besprechung am Montag leider verschoben werden muss. Würde Dienstag um 14 Uhr für Sie funktionieren? Mit freundlichen Grüßen, Thomas Müller",other
"Liebe Kolleginnen und Kollegen, als Erinnerung: Morgen findet um 10 Uhr unsere monatliche Teambesprechung im Konferenzraum 3 statt. Die Agenda habe ich im Anhang beigefügt. Beste Grüße, Anna Weber",other
E-Mail-Bestätigung: Ihre Online-Buchung für das Hotel 'Seeblick' vom 15.07. bis 22.07.2023 wurde erfolgreich registriert. Ihre Buchungsnummer lautet: #BK-789456. Bei Fragen kontaktieren Sie bitte unser Reservierungsteam.,other
"Liebe Kundin, lieber Kunde, Ihr Paket mit der Sendungsnummer 1ZW999999999999999 wurde heute an den Zusteller übergeben und wird voraussichtlich am 25.04.2023 zwischen 9:00 und 18:00 Uhr zugestellt. Sie können die Lieferung hier verfolgen: [Link]",other
Vielen Dank für Ihre Teilnahme an unserer Umfrage zur Kundenzufriedenheit. Als Dankeschön erhalten Sie einen 10€ Gutschein für Ihren nächsten Einkauf. Der Gutscheincode lautet: UMFRAGE,other
"Ich bin vom 10.06. bis einschließlich 21.06.2024 im Urlaub und lese meine E-Mails in dieser Zeit nicht. Bei dringenden Anliegen hilft Ihnen Frau Meyer (meyer@firma.de) weiter. Freundliche Grüße.",out_of_office
