text,label
"Rechnung Nr. 2023-0456 | Kundennummer: K-78901 | Datum: 15.04.2023 | Betrag: 234,56 € inkl. MwSt. | Zahlbar bis: 30.04.2023 | Bankverbindung: DE12 3456 7890 1234 5678 90 | Vielen Dank für Ihren Auftrag.",rechnung
"Sehr geehrter Herr Müller, anbei erhalten Sie die Rechnung für die im März erbrachten Dienstleistungen. Rechnungsnummer: R-2023-0789 | Betrag: 890,45 € | Zahlungsziel: 14 Tage | Bei Fragen stehen wir Ihnen gerne zur Verfügung.",rechnung
"Monatsrechnung April 2023 | Vodafone Deutschland | Kundennummer: 12345678 | Gesamtbetrag: 59,99 € | Abbuchung erfolgt automatisch am 03.05.2023 von Ihrem hinterlegten Konto | Details finden Sie im Anhang.",rechnung
"Rechnung | Webhosting Paket Premium | Abrechnungszeitraum: 01.05.2023 - 30.04.2024 | Rechnungsbetrag: 119,88 € | Rechnungsnummer: WH-2023-1234 | Bitte überweisen Sie den Betrag innerhalb von 10 Tagen.",rechnung
"Lieferantenrechnung | Bestell-Nr.: B-45678 | Lieferdatum: 10.04.2023 | Rechnungsdatum: 17.04.2023 | Zahlungsziel: 30 Tage netto | Warenwert: 567,89 € | MwSt. 19%: 107,90 € | Gesamtbetrag: 675,79 €",rechnung
"Honorarrechnung | Steuerberatung Schmidt & Partner | Leistungszeitraum: Q1/2023 | Honorar: 450,00 € | MwSt. 19%: 85,50 € | Gesamtbetrag: 535,50 € | Bitte begleichen Sie den Betrag bis zum 15.05.2023.",rechnung
"Versicherungsrechnung | Allianz Versicherung | Policen-Nr.: V-12345-67 | Versicherungszeitraum: 01.06.2023 - 31.05.2024 | Jahresbeitrag: 876,54 € | Ratenzahlung: vierteljährlich 219,14 € | Erste Rate fällig zum: 01.06.2023",rechnung
"RECHNUNG | Stadtwerke München | Kundennummer: SWM-78901 | Abrechnung Strom/Gas | Abrechnungszeitraum: 01.03.2022 - 28.02.2023 | Gesamtverbrauch: 3.456 kWh | Rechnungsbetrag: 923,45 € | Fälligkeit: 01.05.2023",rechnung
"Mietrechnung | Objekt: Hauptstraße 123, 80335 München | Mieter: Müller, Hans | Mietmonat: Mai 2023 | Kaltmiete: 950,00 € | Nebenkosten: 220,00 € | Gesamtbetrag: 1.170,00 € | Zahlungseingang bis zum 03.05.2023 erbeten.",rechnung
"Werkstattrechnung | Auto Service Schmidt | Kunden-Nr.: A-7890 | Kennzeichen: M-AB 1234 | Leistung: Inspektion inkl. Ölwechsel | Arbeitslohn: 180,00 € | Materialkosten: 165,45 € | MwSt.: 65,65 € | Gesamtbetrag: 411,10 €",rechnung
"ACHTUNG: Ihr PayPal-Konto wurde gesperrt! Klicken Sie hier, um Ihr Konto zu entsperren und geben Sie Ihre Zugangsdaten und Kreditkarteninformationen ein: http://pay-pal-verify-account.com",spam
"Herzlichen Glückwunsch! Sie haben 500.000 € in der Internationalen Lotterie gewonnen! Um Ihren Gewinn zu erhalten, senden Sie bitte 500 € Bearbeitungsgebühr an folgendes Konto: IBAN: RO29 ABCD 1234 5678 9012 3456",spam
"Dringende Mitteilung: Ihr Microsoft-Konto wurde gehackt! Wir benötigen Ihre sofortige Bestätigung. Klicken Sie auf den Link und geben Sie Ihre Anmeldedaten ein, um Ihr Konto zu schützen: http://micr0s0ft-security-alert.net",spam
"SUPER ANGEBOT: Original Rolex Uhren für nur 99 €! Limitiertes Angebot, nur noch 5 Stück verfügbar. Bestellen Sie jetzt und bezahlen Sie mit Western Union oder Kryptowährung für diskrete Lieferung.",spam
"WARNUNG: Ihr Computer ist mit einem Virus infiziert! Rufen Sie sofort unsere Hotline an: 0900-1234567 (4,99 €/Min) oder klicken Sie hier, um die Schadsoftware zu entfernen: http://virus-removal-pro24.com",spam
Exklusives Investment: 300% Rendite in nur 3 Monaten! Unser geheimes System macht es möglich. Mindesteinlage nur 1.000 €. Angebot nur für ausgewählte Empfänger. Antworten Sie jetzt für weitere Informationen!,spam
"LETZTE MAHNUNG: Ihr Amazon-Paket konnte nicht zugestellt werden. Zahlen Sie 2,95 € Bearbeitungsgebühr, um die Lieferung zu veranlassen. Klicken Sie hier: http://amazon-delivery-service24.info",spam
"SENSATIONELL: Verlieren Sie 20 kg in nur 2 Wochen mit dieser geheimen Methode! Keine Diät, kein Sport, nur diese magische Pille. Jetzt 70% Rabatt mit Code: SLIM2023. Bestellen Sie hier: http://magic-slim-pill.net",spam
"DRINGEND: Ihre Steuerrückerstattung in Höhe von 847,29 € wartet auf Sie! Klicken Sie auf den Link und geben Sie Ihre Bankdaten ein, um die sofortige Überweisung zu erhalten: http://steuer-erstattung-finanzamt.org",spam
"MEGA DEAL nur heute: iPhone 14 Pro für nur 1 €! Wir liquidieren unser Lager. Begrenzte Stückzahl. Senden Sie uns Ihre Adresse und Kreditkartendaten, um dieses einmalige Angebot zu sichern!",spam
"Sehr geehrter Kundenservice, ich habe gestern ein Produkt bei Ihnen bestellt (Bestellnummer: #45678), aber leider die falsche Größe ausgewählt. Ist es möglich, dies noch zu ändern? Vielen Dank im Voraus für Ihre Hilfe.",support_anfrage
"Hallo, ich habe ein Problem mit meinem Kundenkonto. Seit gestern kann ich mich nicht mehr einloggen und erhalte die Fehlermeldung 'Ungültige Anmeldedaten'. Ich bin mir sicher, dass mein Passwort korrekt ist. Können Sie mir bitte helfen?",support_anfrage
"Betreff: Defektes Produkt - Sehr geehrte Damen und Herren, der von mir am 10.04.2023 gekaufte Wasserkocher (Artikelnummer: WK-2000) funktioniert leider nicht richtig. Das Wasser wird nicht erhitzt. Ich möchte das Gerät umtauschen oder eine Reparatur veranlassen.",support_anfrage
"Guten Tag, ich möchte gerne meinen Mobilfunkvertrag (Kundennummer: 12345678) kündigen. Könnten Sie mir bitte die entsprechenden Informationen zukommen lassen? Mein Vertrag läuft noch bis zum 31.12.2023. Vielen Dank für Ihre Bemühungen.",support_anfrage
"Sehr geehrtes Support-Team, bei meiner letzten Bestellung fehlt ein Artikel (Bestellnummer: #B-987654, Artikel: Bluetooth-Kopfhörer). Laut Lieferschein sollte er dabei sein, war aber nicht im Paket enthalten. Bitte um Rückmeldung, wie wir weiter vorgehen können.",support_anfrage
"Hallo, ich habe eine Frage zur Installation Ihrer Software. Nach dem Update auf Version 3.5 erscheint beim Start immer die Fehlermeldung 'DLL nicht gefunden'. Ich nutze Windows 11. Wie kann ich dieses Problem beheben? Mit freundlichen Grüßen, Thomas Müller",support_anfrage
"Betreff: Rückerstattung - Sehr geehrte Damen und Herren, ich habe am 20.03.2023 eine Rückerstattung für meine stornierte Reise beantragt (Buchungsnummer: TR-45678), aber bisher keine Rückmeldung oder Gutschrift erhalten. Könnten Sie den Status überprüfen?",support_anfrage
"Liebes Team, ich benötige Hilfe bei der Einrichtung meines WLAN-Routers. Ich habe alle Schritte gemäß der Anleitung befolgt, aber meine Geräte können keine Verbindung herstellen. Der Router ist ein Model RT-AC68U. Haben Sie Tipps zur Fehlerbehebung?",support_anfrage
"Guten Tag, ich habe vor einer Woche einen Artikel zurückgesendet (Retourenschein-Nr.: R-12345) und wollte nachfragen, wann ich mit der Gutschrift rechnen kann. Laut Sendungsverfolgung ist das Paket bereits bei Ihnen eingetroffen. Vielen Dank für Ihre Auskunft.",support_anfrage
"Sehr geehrter Kundendienst, seit dem letzten Systemupdate funktioniert die Online-Banking-App nicht mehr auf meinem Smartphone (Samsung Galaxy S22). Bei jedem Versuch stürzt die App ab. Ich habe bereits versucht, die App neu zu installieren, aber das Problem besteht weiterhin.",support_anfrage
"Sehr geehrter Herr Schmidt, ich möchte Sie darüber informieren, dass unsere geplante Besprechung am Montag leider verschoben werden muss. Würde Dienstag um 14 Uhr für Sie funktionieren? Mit freundlichen Grüßen, Thomas Müller",menschliche_antwort
"Liebe Kolleginnen und Kollegen, als Erinnerung: Morgen findet um 10 Uhr unsere monatliche Teambesprechung im Konferenzraum 3 statt. Die Agenda habe ich im Anhang beigefügt. Beste Grüße, Anna Weber",menschliche_antwort
E-Mail-Bestätigung: Ihre Online-Buchung für das Hotel 'Seeblick' vom 15.07. bis 22.07.2023 wurde erfolgreich registriert. Ihre Buchungsnummer lautet: #BK-789456. Bei Fragen kontaktieren Sie bitte unser Reservierungsteam.,autoresponder_generic
"Liebe Kundin, lieber Kunde, Ihr Paket mit der Sendungsnummer 1ZW999999999999999 wurde heute an den Zusteller übergeben und wird voraussichtlich am 25.04.2023 zwischen 9:00 und 18:00 Uhr zugestellt. Sie können die Lieferung hier verfolgen: [Link]",not_an_individual
Vielen Dank für Ihre Teilnahme an unserer Umfrage zur Kundenzufriedenheit. Als Dankeschön erhalten Sie einen 10€ Gutschein für Ihren nächsten Einkauf. Der Gutscheincode lautet: UMFRAGE,not_an_individual
